dataset_source,repo_name,time,function_change_events_scored,function_change_events_failed,agc_function_change_events,hwc_function_change_events,added_agc_function_events,added_hwc_function_events,modified_agc_function_events,modified_hwc_function_events,agc_function_change_event_ratio
control,2019211474/DL-NASA-SOH-CNN-BILSTM-Attention,2025-03,0,0,0,0,0,0,0,0,
control,AkariAsai/ScholarQABench,2024-11,60,0,19,41,19,41,0,0,0.31666666666666665
control,AkariAsai/ScholarQABench,2025-02,7,0,1,6,1,6,0,0,0.14285714285714285
control,AkariAsai/ScholarQABench,2025-04,0,0,0,0,0,0,0,0,
control,AkariAsai/ScholarQABench,2025-07,0,0,0,0,0,0,0,0,
control,AkariAsai/ScholarQABench,2025-08,0,0,0,0,0,0,0,0,
control,ArpiarSaundersLab/annsql,2024-09,48,0,14,34,10,17,4,17,0.2916666666666667
control,ArpiarSaundersLab/annsql,2024-10,36,0,2,34,1,9,1,25,0.05555555555555555
control,ArpiarSaundersLab/annsql,2024-11,9,0,3,6,2,1,1,5,0.3333333333333333
control,ArpiarSaundersLab/annsql,2024-12,0,0,0,0,0,0,0,0,
control,ArpiarSaundersLab/annsql,2025-01,17,0,1,16,1,13,0,3,0.058823529411764705
control,ArpiarSaundersLab/annsql,2025-02,190,0,79,111,47,44,32,67,0.41578947368421054
control,ArpiarSaundersLab/annsql,2025-03,51,0,26,25,15,2,11,23,0.5098039215686274
control,ArpiarSaundersLab/annsql,2025-04,0,0,0,0,0,0,0,0,
control,ArpiarSaundersLab/annsql,2025-05,1,0,0,1,0,0,0,1,0.0
control,BalancerMaxis/multisig-ops,2024-01,34,0,1,33,0,3,1,30,0.029411764705882353
control,BalancerMaxis/multisig-ops,2024-02,25,0,0,25,0,5,0,20,0.0
control,BalancerMaxis/multisig-ops,2024-03,64,0,9,55,4,9,5,46,0.140625
control,BalancerMaxis/multisig-ops,2024-04,30,0,3,27,0,4,3,23,0.1
control,BalancerMaxis/multisig-ops,2024-05,58,0,0,58,0,4,0,54,0.0
control,BalancerMaxis/multisig-ops,2024-06,31,0,5,26,1,5,4,21,0.16129032258064516
control,BalancerMaxis/multisig-ops,2024-07,20,0,6,14,2,0,4,14,0.3
control,BalancerMaxis/multisig-ops,2024-08,9,0,1,8,1,4,0,4,0.1111111111111111
control,BalancerMaxis/multisig-ops,2024-09,23,0,3,20,0,0,3,20,0.13043478260869565
control,BalancerMaxis/multisig-ops,2024-10,7,0,0,7,0,1,0,6,0.0
control,BalancerMaxis/multisig-ops,2024-11,25,0,2,23,1,10,1,13,0.08
control,BalancerMaxis/multisig-ops,2024-12,27,0,2,25,2,4,0,21,0.07407407407407407
control,BalancerMaxis/multisig-ops,2025-01,24,0,3,21,1,1,2,20,0.125
control,BalancerMaxis/multisig-ops,2025-02,33,0,2,31,0,3,2,28,0.06060606060606061
control,BalancerMaxis/multisig-ops,2025-03,59,0,5,54,1,3,4,51,0.0847457627118644
control,BalancerMaxis/multisig-ops,2025-04,16,0,1,15,1,1,0,14,0.0625
control,BalancerMaxis/multisig-ops,2025-05,14,0,1,13,1,1,0,12,0.07142857142857142
control,BalancerMaxis/multisig-ops,2025-06,35,0,5,30,2,3,3,27,0.14285714285714285
control,BalancerMaxis/multisig-ops,2025-07,22,0,7,15,6,8,1,7,0.3181818181818182
control,BalancerMaxis/multisig-ops,2025-08,66,0,8,58,6,30,2,28,0.12121212121212122
control,Benzauber/convert-commander,2024-11,17,0,5,12,5,12,0,0,0.29411764705882354
control,Benzauber/convert-commander,2024-12,0,0,0,0,0,0,0,0,
control,Benzauber/convert-commander,2025-01,14,0,5,9,4,0,1,9,0.35714285714285715
control,Benzauber/convert-commander,2025-03,0,0,0,0,0,0,0,0,
control,Benzauber/convert-commander,2025-05,1,0,1,0,1,0,0,0,1.0
control,Benzauber/convert-commander,2025-06,5,0,3,2,2,0,1,2,0.6
control,Benzauber/convert-commander,2025-07,0,0,0,0,0,0,0,0,
control,Benzauber/convert-commander,2025-08,11,0,5,6,4,3,1,3,0.45454545454545453
control,BiancoChiu/iOSRealRun-cli-18,2024-02,29,0,16,13,13,12,3,1,0.5517241379310345
control,BiancoChiu/iOSRealRun-cli-18,2024-03,1,0,0,1,0,0,0,1,0.0
control,BiancoChiu/iOSRealRun-cli-18,2025-02,8,0,0,8,0,1,0,7,0.0
control,BiancoChiu/iOSRealRun-cli-18,2025-03,2,0,1,1,0,0,1,1,0.5
control,BiancoChiu/iOSRealRun-cli-18,2025-05,0,0,0,0,0,0,0,0,
control,BiancoChiu/iOSRealRun-cli-18,2025-06,0,0,0,0,0,0,0,0,
control,C4NU/Paddie,2024-01,10,0,1,9,0,0,1,9,0.1
control,C4NU/Paddie,2024-02,7,0,0,7,0,0,0,7,0.0
control,C4NU/Paddie,2024-03,14,0,4,10,1,0,3,10,0.2857142857142857
control,C4NU/Paddie,2024-04,0,0,0,0,0,0,0,0,
control,C4NU/Paddie,2025-03,174,0,77,97,75,79,2,18,0.4425287356321839
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-05,0,0,0,0,0,0,0,0,
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-06,0,0,0,0,0,0,0,0,
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-07,311,0,92,219,92,215,0,4,0.2958199356913183
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-08,4,0,4,0,4,0,0,0,1.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-09,10,0,10,0,10,0,0,0,1.0
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-10,208,0,61,147,61,134,0,13,0.2932692307692308
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-11,0,0,0,0,0,0,0,0,
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2024-12,0,0,0,0,0,0,0,0,
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-01,0,0,0,0,0,0,0,0,
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-02,0,0,0,0,0,0,0,0,
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-03,377,0,108,269,108,268,0,1,0.2864721485411141
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-04,0,0,0,0,0,0,0,0,
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-05,0,0,0,0,0,0,0,0,
control,DakeQQ/YOLO-Depth-Estimation-for-Android,2025-08,142,0,23,119,9,53,14,66,0.1619718309859155
control,Drchip61/Dual_SAM,2024-03,268,0,84,184,84,184,0,0,0.31343283582089554
control,Drchip61/Dual_SAM,2024-04,0,0,0,0,0,0,0,0,
control,Drchip61/Dual_SAM,2024-12,0,0,0,0,0,0,0,0,
control,EURAC-EEBgroup/brick-llm,2024-09,27,0,10,17,10,17,0,0,0.37037037037037035
control,EURAC-EEBgroup/brick-llm,2024-10,160,0,61,99,23,19,38,80,0.38125
control,EURAC-EEBgroup/brick-llm,2024-11,17,0,3,14,2,2,1,12,0.17647058823529413
control,EURAC-EEBgroup/brick-llm,2024-12,11,0,2,9,0,1,2,8,0.18181818181818182
control,EURAC-EEBgroup/brick-llm,2025-01,1,0,0,1,0,0,0,1,0.0
control,EURAC-EEBgroup/brick-llm,2025-03,15,0,4,11,1,4,3,7,0.26666666666666666
control,EURAC-EEBgroup/brick-llm,2025-05,0,0,0,0,0,0,0,0,
control,Envious-Data/Env-KB,2024-04,0,0,0,0,0,0,0,0,
control,Event-AHU/OpenEvDET,2024-06,0,0,0,0,0,0,0,0,
control,Event-AHU/OpenEvDET,2024-07,0,0,0,0,0,0,0,0,
control,Event-AHU/OpenEvDET,2024-08,0,0,0,0,0,0,0,0,
control,Event-AHU/OpenEvDET,2024-09,0,0,0,0,0,0,0,0,
control,Event-AHU/OpenEvDET,2024-11,0,0,0,0,0,0,0,0,
control,Event-AHU/OpenEvDET,2024-12,0,0,0,0,0,0,0,0,
control,Event-AHU/OpenEvDET,2025-01,0,0,0,0,0,0,0,0,
control,Event-AHU/OpenEvDET,2025-02,740,0,232,508,232,508,0,0,0.31351351351351353
control,Event-AHU/OpenEvDET,2025-03,0,0,0,0,0,0,0,0,
control,Event-AHU/OpenEvDET,2025-04,0,0,0,0,0,0,0,0,
control,Event-AHU/OpenEvDET,2025-05,396,0,119,277,119,277,0,0,0.3005050505050505
control,Event-AHU/OpenEvDET,2025-07,0,0,0,0,0,0,0,0,
control,Event-AHU/OpenEvDET,2025-08,7,0,1,6,1,6,0,0,0.14285714285714285
control,FFY0/AdaKV,2024-06,54,0,14,40,14,40,0,0,0.25925925925925924
control,FFY0/AdaKV,2024-07,29,0,11,18,9,9,2,9,0.3793103448275862
control,FFY0/AdaKV,2024-08,34,0,6,28,0,18,6,10,0.17647058823529413
control,FFY0/AdaKV,2024-11,16,0,1,15,0,4,1,11,0.0625
control,FFY0/AdaKV,2024-12,0,0,0,0,0,0,0,0,
control,FFY0/AdaKV,2025-01,36,0,3,33,3,9,0,24,0.08333333333333333
control,FFY0/AdaKV,2025-06,0,0,0,0,0,0,0,0,
control,FMInference/FlexiGen,2024-04,5,0,2,3,2,3,0,0,0.4
control,FMInference/FlexiGen,2024-09,1,0,0,1,0,0,0,1,0.0
control,FMInference/FlexiGen,2024-10,12,0,1,11,0,4,1,7,0.08333333333333333
control,FaceAdapter/Face-Adapter,2024-05,155,0,35,120,35,119,0,1,0.22580645161290322
control,FlipperPA/peregrine,2024-12,1,0,1,0,0,0,1,0,1.0
control,FolhaSP/mosaico,2024-11,413,0,143,270,136,245,7,25,0.34624697336561744
control,FolhaSP/mosaico,2024-12,17,0,4,13,4,11,0,2,0.23529411764705882
control,FolhaSP/mosaico,2025-01,32,0,15,17,8,3,7,14,0.46875
control,FolhaSP/mosaico,2025-02,119,0,43,76,28,26,15,50,0.36134453781512604
control,FolhaSP/mosaico,2025-03,79,0,10,69,9,46,1,23,0.12658227848101267
control,FolhaSP/mosaico,2025-05,15,0,3,12,2,11,1,1,0.2
control,FolhaSP/mosaico,2025-07,47,0,4,43,4,35,0,8,0.0851063829787234
control,GispoCoding/qgis-venv-creator,2024-02,47,0,20,27,19,25,1,2,0.425531914893617
control,GispoCoding/qgis-venv-creator,2024-03,0,0,0,0,0,0,0,0,
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-09,0,0,0,0,0,0,0,0,
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-10,79,0,29,50,29,49,0,1,0.3670886075949367
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-11,16,0,6,10,5,5,1,5,0.375
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-03,0,0,0,0,0,0,0,0,
control,HelpingAI/Webscout,2024-02,84,0,25,59,23,53,2,6,0.2976190476190476
control,HelpingAI/Webscout,2024-03,296,0,100,196,79,125,21,71,0.33783783783783783
control,HelpingAI/Webscout,2024-04,589,0,131,458,125,433,6,25,0.22241086587436332
control,HelpingAI/Webscout,2024-05,608,0,142,466,123,397,19,69,0.23355263157894737
control,HelpingAI/Webscout,2024-06,997,0,305,692,294,630,11,62,0.3059177532597793
control,HelpingAI/Webscout,2024-07,163,0,36,127,33,78,3,49,0.22085889570552147
control,HelpingAI/Webscout,2024-08,445,0,98,347,79,270,19,77,0.2202247191011236
control,HelpingAI/Webscout,2024-09,316,0,63,253,50,219,13,34,0.19936708860759494
control,HelpingAI/Webscout,2024-10,280,0,95,185,55,87,40,98,0.3392857142857143
control,HelpingAI/Webscout,2024-11,111,0,42,69,28,48,14,21,0.3783783783783784
control,HelpingAI/Webscout,2024-12,964,0,355,609,298,450,57,159,0.3682572614107884
control,HelpingAI/Webscout,2025-01,147,0,46,101,41,61,5,40,0.3129251700680272
control,HelpingAI/Webscout,2025-02,370,0,96,274,72,125,24,149,0.2594594594594595
control,HelpingAI/Webscout,2025-03,973,0,176,797,119,371,57,426,0.18088386433710174
control,HelpingAI/Webscout,2025-04,1213,0,328,885,288,511,40,374,0.27040395713107995
control,HelpingAI/Webscout,2025-05,1460,0,370,1090,281,456,89,634,0.2534246575342466
control,HelpingAI/Webscout,2025-06,860,0,227,633,198,340,29,293,0.26395348837209304
control,HelpingAI/Webscout,2025-07,206,0,42,164,32,108,10,56,0.20388349514563106
control,HelpingAI/Webscout,2025-08,184,0,76,108,64,39,12,69,0.41304347826086957
control,IBM/mt-rag-benchmark,2024-12,3,0,2,1,2,1,0,0,0.6666666666666666
control,IBM/mt-rag-benchmark,2025-01,0,0,0,0,0,0,0,0,
control,IBM/mt-rag-benchmark,2025-04,0,0,0,0,0,0,0,0,
control,ITSpecialist111/ai_automation_suggester,2024-10,81,0,28,53,24,38,4,15,0.345679012345679
control,ITSpecialist111/ai_automation_suggester,2024-11,90,0,9,81,7,34,2,47,0.1
control,ITSpecialist111/ai_automation_suggester,2024-12,21,0,1,20,1,2,0,18,0.047619047619047616
control,ITSpecialist111/ai_automation_suggester,2025-01,6,0,2,4,2,0,0,4,0.3333333333333333
control,ITSpecialist111/ai_automation_suggester,2025-02,0,0,0,0,0,0,0,0,
control,ITSpecialist111/ai_automation_suggester,2025-03,42,0,5,37,0,2,5,35,0.11904761904761904
control,ITSpecialist111/ai_automation_suggester,2025-04,92,0,21,71,10,18,11,53,0.22826086956521738
control,ITSpecialist111/ai_automation_suggester,2025-05,99,0,12,87,10,22,2,65,0.12121212121212122
control,ITSpecialist111/ai_automation_suggester,2025-06,74,0,3,71,2,5,1,66,0.04054054054054054
control,Jieqianyu/SGN,2024-01,0,0,0,0,0,0,0,0,
control,Jieqianyu/SGN,2024-09,0,0,0,0,0,0,0,0,
control,JustinSparrrow/IOOI-EmotionEgg,2025-03,0,0,0,0,0,0,0,0,
control,JustinSparrrow/IOOI-EmotionEgg,2025-04,0,0,0,0,0,0,0,0,
control,LGro/PyAPSI,2024-04,0,0,0,0,0,0,0,0,
control,LuneMods/KCD2-Blender-Toolkit,2025-02,473,0,185,288,176,281,9,7,0.39112050739957716
control,LuneMods/KCD2-Blender-Toolkit,2025-03,33,0,8,25,6,6,2,19,0.24242424242424243
control,MIT-Emerging-Talent/ET6-edXtras,2025-02,197,0,93,104,93,104,0,0,0.4720812182741117
control,MIT-Emerging-Talent/ET6-edXtras,2025-03,157,0,68,89,59,89,9,0,0.43312101910828027
control,MIT-Emerging-Talent/ET6-edXtras,2025-04,0,0,0,0,0,0,0,0,
control,Makopolo/megascan_houdini20.0_USD_plugin,2024-04,235,0,109,126,109,123,0,3,0.46382978723404256
control,Makopolo/megascan_houdini20.0_USD_plugin,2024-06,16,0,1,15,0,0,1,15,0.0625
control,Makopolo/megascan_houdini20.0_USD_plugin,2024-07,2,0,1,1,0,0,1,1,0.5
control,MalevichAI/malevich,2024-01,572,0,270,302,97,119,173,183,0.47202797202797203
control,MalevichAI/malevich,2024-02,360,0,200,160,88,59,112,101,0.5555555555555556
control,MalevichAI/malevich,2024-03,230,0,41,189,26,69,15,120,0.1782608695652174
control,MalevichAI/malevich,2024-04,124,0,23,101,14,23,9,78,0.18548387096774194
control,MalevichAI/malevich,2024-05,7,0,0,7,0,1,0,6,0.0
control,MalevichAI/malevich,2024-06,291,0,93,198,62,76,31,122,0.31958762886597936
control,MalevichAI/malevich,2024-07,257,0,58,199,35,66,23,133,0.22568093385214008
control,MalevichAI/malevich,2024-08,183,0,51,132,39,70,12,62,0.2786885245901639
control,MalevichAI/malevich,2024-09,94,0,42,52,32,41,10,11,0.44680851063829785
control,MalevichAI/malevich,2024-10,19,0,3,16,3,4,0,12,0.15789473684210525
control,MalevichAI/malevich,2024-11,0,0,0,0,0,0,0,0,
control,MingSun-Tse/LightAvatar-TensorFlow,2024-09,68,0,22,46,22,46,0,0,0.3235294117647059
control,MingSun-Tse/LightAvatar-TensorFlow,2024-10,25,0,9,16,9,16,0,0,0.36
control,MingSun-Tse/LightAvatar-TensorFlow,2024-11,0,0,0,0,0,0,0,0,
control,MrTimonM/Arichain-Bot,2025-01,7,0,2,5,2,5,0,0,0.2857142857142857
control,NVIDIA/cuEquivariance,2024-11,714,0,198,516,198,504,0,12,0.2773109243697479
control,NVIDIA/cuEquivariance,2024-12,292,0,48,244,42,63,6,181,0.1643835616438356
control,NVIDIA/cuEquivariance,2025-01,165,0,7,158,3,26,4,132,0.04242424242424243
control,NVIDIA/cuEquivariance,2025-02,89,0,17,72,17,35,0,37,0.19101123595505617
control,NVIDIA/cuEquivariance,2025-03,324,0,67,257,58,116,9,141,0.20679012345679013
control,NVIDIA/cuEquivariance,2025-04,232,0,61,171,26,56,35,115,0.2629310344827586
control,NVIDIA/cuEquivariance,2025-05,25,0,0,25,0,13,0,12,0.0
control,NVIDIA/cuEquivariance,2025-06,7,0,0,7,0,2,0,5,0.0
control,NVIDIA/cuEquivariance,2025-07,318,0,53,265,50,131,3,134,0.16666666666666666
control,NVIDIA/cuEquivariance,2025-08,96,0,6,90,6,29,0,61,0.0625
control,NiceRingNode/LGGPT,2025-01,0,0,0,0,0,0,0,0,
control,NiceRingNode/LGGPT,2025-02,79,0,13,66,13,66,0,0,0.16455696202531644
control,NiceRingNode/LGGPT,2025-03,0,0,0,0,0,0,0,0,
control,NiceRingNode/LGGPT,2025-06,0,0,0,0,0,0,0,0,
control,NiceRingNode/LGGPT,2025-08,0,0,0,0,0,0,0,0,
control,OSU-NLP-Group/HippoRAG,2024-05,145,0,39,106,39,81,0,25,0.2689655172413793
control,OSU-NLP-Group/HippoRAG,2024-06,95,0,21,74,17,25,4,49,0.22105263157894736
control,OSU-NLP-Group/HippoRAG,2024-07,5,0,0,5,0,0,0,5,0.0
control,OSU-NLP-Group/HippoRAG,2025-01,0,0,0,0,0,0,0,0,
control,OSU-NLP-Group/HippoRAG,2025-02,172,0,68,104,68,104,0,0,0.3953488372093023
control,OSU-NLP-Group/HippoRAG,2025-03,45,0,10,35,5,12,5,23,0.2222222222222222
control,OSU-NLP-Group/HippoRAG,2025-04,40,0,5,35,3,17,2,18,0.125
control,OSU-NLP-Group/HippoRAG,2025-05,0,0,0,0,0,0,0,0,
control,OSU-NLP-Group/HippoRAG,2025-06,16,0,2,14,1,12,1,2,0.125
control,OSU-NLP-Group/HippoRAG,2025-07,9,0,3,6,3,6,0,0,0.3333333333333333
control,OSU-NLP-Group/HippoRAG,2025-08,40,0,6,34,3,19,3,15,0.15
control,PennyLaneAI/catalyst,2024-01,159,0,29,130,25,86,4,44,0.18238993710691823
control,PennyLaneAI/catalyst,2024-02,725,0,159,566,134,374,25,192,0.2193103448275862
control,PennyLaneAI/catalyst,2024-03,335,0,71,264,66,142,5,122,0.21194029850746268
control,PennyLaneAI/catalyst,2024-04,376,0,105,271,80,139,25,132,0.27925531914893614
control,PennyLaneAI/catalyst,2024-05,392,0,76,316,65,149,11,167,0.19387755102040816
control,PennyLaneAI/catalyst,2024-06,1321,0,268,1053,218,750,50,303,0.2028766086298259
control,PennyLaneAI/catalyst,2024-07,433,0,104,329,80,151,24,178,0.24018475750577367
control,PennyLaneAI/catalyst,2024-08,520,0,62,458,51,234,11,224,0.11923076923076924
control,PennyLaneAI/catalyst,2024-09,509,0,76,433,56,251,20,182,0.14931237721021612
control,PennyLaneAI/catalyst,2024-10,295,0,63,232,49,91,14,141,0.2135593220338983
control,PennyLaneAI/catalyst,2024-11,332,0,47,285,37,166,10,119,0.14156626506024098
control,PennyLaneAI/catalyst,2024-12,296,0,67,229,55,111,12,118,0.22635135135135134
control,PennyLaneAI/catalyst,2025-01,133,0,12,121,10,49,2,72,0.09022556390977443
control,PennyLaneAI/catalyst,2025-02,143,0,32,111,27,56,5,55,0.22377622377622378
control,PennyLaneAI/catalyst,2025-03,275,0,78,197,60,138,18,59,0.28363636363636363
control,PennyLaneAI/catalyst,2025-04,596,0,78,518,39,192,39,326,0.13087248322147652
control,PennyLaneAI/catalyst,2025-05,274,0,32,242,10,109,22,133,0.11678832116788321
control,PennyLaneAI/catalyst,2025-06,308,0,62,246,50,155,12,91,0.2012987012987013
control,PennyLaneAI/catalyst,2025-07,443,0,38,405,26,130,12,275,0.08577878103837472
control,PennyLaneAI/catalyst,2025-08,642,0,46,596,29,83,17,513,0.07165109034267912
control,PhilNad/robot-arm-kinematic-calibration,2024-07,25,0,8,17,8,17,0,0,0.32
control,PhilNad/robot-arm-kinematic-calibration,2024-08,18,0,6,12,1,0,5,12,0.3333333333333333
control,PhilNad/robot-arm-kinematic-calibration,2025-01,0,0,0,0,0,0,0,0,
control,PhilNad/robot-arm-kinematic-calibration,2025-03,23,0,8,15,8,13,0,2,0.34782608695652173
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2024-08,112,0,62,50,44,40,18,10,0.5535714285714286
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2024-10,23,0,6,17,3,6,3,11,0.2608695652173913
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2024-11,6,0,1,5,0,0,1,5,0.16666666666666666
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2024-12,0,0,0,0,0,0,0,0,
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2025-01,8,0,1,7,1,2,0,5,0.125
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2025-04,1,0,1,0,0,0,1,0,1.0
control,PiotrMachowski/Home-Assistant-custom-components-TGE,2025-08,2,0,0,2,0,0,0,2,0.0
control,PromtEngineer/localGPT,2024-01,2,0,0,2,0,0,0,2,0.0
control,PromtEngineer/localGPT,2024-02,11,0,5,6,3,0,2,6,0.45454545454545453
control,PromtEngineer/localGPT,2024-05,3,0,0,3,0,0,0,3,0.0
control,PromtEngineer/localGPT,2024-08,0,0,0,0,0,0,0,0,
control,PromtEngineer/localGPT,2024-09,0,0,0,0,0,0,0,0,
control,PromtEngineer/localGPT,2024-10,44,0,8,36,7,28,1,8,0.18181818181818182
control,PromtEngineer/localGPT,2024-11,0,0,0,0,0,0,0,0,
control,PromtEngineer/localGPT,2025-02,0,0,0,0,0,0,0,0,
control,PromtEngineer/localGPT,2025-03,0,0,0,0,0,0,0,0,
control,PromtEngineer/localGPT,2025-07,333,0,79,254,72,238,7,16,0.23723723723723725
control,R0uter/ss.conf-for-surge,2024-07,2,0,1,1,0,0,1,1,0.5
control,Retmon403/cs2_cheats_for_python,2024-02,292,0,52,240,52,240,0,0,0.1780821917808219
control,Retmon403/cs2_cheats_for_python,2024-03,1,0,0,1,0,0,0,1,0.0
control,Retmon403/cs2_cheats_for_python,2024-08,77,0,13,64,13,64,0,0,0.16883116883116883
control,Retmon403/cs2_cheats_for_python,2025-03,0,0,0,0,0,0,0,0,
control,RobinWu218/ToST,2024-12,0,0,0,0,0,0,0,0,
control,RobinWu218/ToST,2025-01,0,0,0,0,0,0,0,0,
control,RobinWu218/ToST,2025-02,204,0,52,152,52,152,0,0,0.2549019607843137
control,SEU-ProactiveSecurity-Group/LLM-PD,2024-12,0,0,0,0,0,0,0,0,
control,SEU-ProactiveSecurity-Group/LLM-PD,2025-01,45,0,25,20,25,20,0,0,0.5555555555555556
control,SEU-ProactiveSecurity-Group/LLM-PD,2025-04,0,0,0,0,0,0,0,0,
control,Simatwa/free-proxies,2024-05,76,0,7,69,4,20,3,49,0.09210526315789473
control,Simatwa/free-proxies,2024-06,0,0,0,0,0,0,0,0,
control,Simatwa/free-proxies,2024-07,0,0,0,0,0,0,0,0,
control,Simatwa/free-proxies,2024-08,0,0,0,0,0,0,0,0,
control,Simatwa/free-proxies,2024-09,0,0,0,0,0,0,0,0,
control,Simatwa/free-proxies,2024-10,0,0,0,0,0,0,0,0,
control,Simatwa/free-proxies,2024-11,0,0,0,0,0,0,0,0,
control,Simatwa/free-proxies,2025-08,0,0,0,0,0,0,0,0,
control,The-WhiteRabbit/dnfm_server,2024-08,69,0,25,44,24,41,1,3,0.36231884057971014
control,TheFocusedCoder/api-agent,2024-08,5,0,0,5,0,3,0,2,0.0
control,TianxingChen/RoboTwin,2025-06,0,0,0,0,0,0,0,0,
control,VirtualFlow/VFVS,2024-01,3,0,1,2,1,2,0,0,0.3333333333333333
control,VirtualFlow/VFVS,2025-08,0,0,0,0,0,0,0,0,
control,Wang-ML-Lab/unified-continual-learning,2025-01,0,0,0,0,0,0,0,0,
control,adelatour11/androidtvbackground,2024-04,55,0,18,37,14,9,4,28,0.32727272727272727
control,adelatour11/androidtvbackground,2024-05,1,0,0,1,0,0,0,1,0.0
control,adelatour11/androidtvbackground,2024-06,11,0,4,7,4,5,0,2,0.36363636363636365
control,adelatour11/androidtvbackground,2025-01,23,0,2,21,0,6,2,15,0.08695652173913043
control,adelatour11/androidtvbackground,2025-02,8,0,3,5,3,4,0,1,0.375
control,adelatour11/androidtvbackground,2025-06,24,0,4,20,4,9,0,11,0.16666666666666666
control,adelatour11/androidtvbackground,2025-07,32,0,10,22,10,18,0,4,0.3125
control,adelatour11/androidtvbackground,2025-08,6,0,1,5,0,1,1,4,0.16666666666666666
control,aio-libs/aiohttp,2024-01,424,0,79,345,26,67,53,278,0.18632075471698112
control,aio-libs/aiohttp,2024-02,204,0,48,156,19,33,29,123,0.23529411764705882
control,aio-libs/aiohttp,2024-03,80,0,12,68,6,33,6,35,0.15
control,aio-libs/aiohttp,2024-04,406,0,50,356,14,55,36,301,0.12315270935960591
control,aio-libs/aiohttp,2024-05,4,0,1,3,1,1,0,2,0.25
control,aio-libs/aiohttp,2024-06,0,0,0,0,0,0,0,0,
control,aio-libs/aiohttp,2024-07,300,0,70,230,42,67,28,163,0.23333333333333334
control,aio-libs/aiohttp,2024-08,2902,0,768,2134,151,197,617,1937,0.26464507236388696
control,aio-libs/aiohttp,2024-09,1627,0,436,1191,106,174,330,1017,0.2679778733866011
control,aio-libs/aiohttp,2024-10,605,0,122,483,73,149,49,334,0.20165289256198346
control,aio-libs/aiohttp,2024-11,2123,0,505,1618,405,548,100,1070,0.23787093735280262
control,aio-libs/aiohttp,2024-12,200,0,49,151,40,52,9,99,0.245
control,aio-libs/aiohttp,2025-01,39,0,3,36,3,6,0,30,0.07692307692307693
control,aio-libs/aiohttp,2025-02,221,0,73,148,15,33,58,115,0.33031674208144796
control,aio-libs/aiohttp,2025-03,166,0,63,103,57,59,6,44,0.3795180722891566
control,aio-libs/aiohttp,2025-04,468,0,89,379,65,86,24,293,0.19017094017094016
control,aio-libs/aiohttp,2025-05,2104,0,522,1582,423,842,99,740,0.24809885931558937
control,aio-libs/aiohttp,2025-06,920,0,112,808,98,575,14,233,0.12173913043478261
control,aio-libs/aiohttp,2025-07,250,0,66,184,9,57,57,127,0.264
control,aio-libs/aiohttp,2025-08,6,0,0,6,0,0,0,6,0.0
control,aj47/100x-orchestrator,2024-11,115,0,24,91,21,32,3,59,0.20869565217391303
control,aj47/100x-orchestrator,2024-12,323,0,58,265,28,83,30,182,0.17956656346749225
control,aj47/100x-orchestrator,2025-01,156,0,36,120,31,86,5,34,0.23076923076923078
control,aj47/100x-orchestrator,2025-02,9,0,0,9,0,1,0,8,0.0
control,ali-bahrainian/RAG_best_practices,2024-12,106,0,24,82,13,59,11,23,0.22641509433962265
control,ali-bahrainian/RAG_best_practices,2025-01,3,0,1,2,0,0,1,2,0.3333333333333333
control,ali-bahrainian/RAG_best_practices,2025-03,0,0,0,0,0,0,0,0,
control,aws-samples/aws-dms-cdc-data-pipeline,2024-01,0,0,0,0,0,0,0,0,
control,aws-samples/aws-dms-cdc-data-pipeline,2024-02,4,0,1,3,0,0,1,3,0.25
control,aws-samples/aws-dms-cdc-data-pipeline,2024-03,8,0,4,4,0,0,4,4,0.5
control,aws-samples/aws-dms-cdc-data-pipeline,2024-05,0,0,0,0,0,0,0,0,
control,aws-samples/aws-dms-cdc-data-pipeline,2024-07,0,0,0,0,0,0,0,0,
control,aws-samples/aws-dms-cdc-data-pipeline,2024-08,0,0,0,0,0,0,0,0,
